INSEE_COM;Annee;NbMaisonsVendues;NbAppartsVendus;PrixMoyen;Prixm2Moyen;SurfaceMoy;;PrixMoyenGen
29295;2019;9;0;140198,89;1390,00;108,44;;
29295;2020;5;0;151280,00;1552,80;100,60;;
29295;2021;4;0;188525,00;1846,25;105,75;;
29296;2018;15;0;186937,50;1582,67;117,00;;
29296;2019;10;0;228090,00;2053,60;112,80;;
29296;2020;12;0;220423,33;1829,92;122,92;;
29296;2021;20;0;197871,45;1840,20;106,05;;
29297;2018;28;0;151271,40;1446,29;106,32;;
29297;2019;20;1;122397,62;1382,71;88,19;;
29297;2020;26;2;165014,29;1628,93;105,11;;
29297;2021;25;1;170457,69;1551,15;108,35;;
29298;2018;4;0;154750,00;2180,50;74,25;;
29298;2019;8;0;110366,38;1016,88;108,38;;
29298;2020;7;0;184971,43;2228,71;87,71;;
29298;2021;4;0;239125,00;1599,75;144,50;;
29299;2018;1;0;209800,00;1116,00;188,00;;
29299;2019;4;0;132689,00;1268,00;109,00;;
29299;2020;2;0;168000,00;1367,50;121,00;;
29299;2021;4;0;181112,75;2377,25;93,50;;
29300;2018;19;0;120710,50;1303,84;92,74;;
29300;2019;15;0;118038,67;1232,73;93,60;;
29300;2020;25;0;166976,80;1520,28;116,40;;
29300;2021;17;3;189925,00;1800,05;107,45;;
29301;2018;3;0;135000,00;1268,67;108,33;;
29301;2019;5;0;110690,00;846,80;123,20;;
29301;2020;5;0;137828,40;1462,00;94,00;;
29301;2021;4;0;165100,00;1524,75;121,25;;
29302;2018;54;1;103537,30;1021,31;98,87;;
29302;2019;63;1;103070,02;1138,38;89,97;;
29302;2020;74;1;106022,60;1211,45;91,92;;
29302;2021;87;0;122318,97;1284,99;92,25;;
35001;2018;64;28;204349,80;2204,73;93,61;;
35001;2019;47;29;232900,07;2376,74;97,66;;
35001;2020;44;32;233753,50;2582,11;91,17;;
35001;2021;65;33;290676,33;2944,33;101,59;;
35002;2018;21;0;200906,70;1954,33;110,86;;
35002;2019;18;0;181977,78;1865,17;97,44;;
35002;2020;17;0;234726,90;1841,71;129,24;;
35002;2021;27;0;193634,70;2256,44;88,56;;
35003;2018;8;0;122003,40;1275,25;91,13;;
35003;2019;8;0;181812,50;1584,75;129,25;;
35003;2020;11;0;221007,30;1984,00;115,09;;
35003;2021;9;0;227705,00;2195,11;102,78;;
35004;2018;31;1;99885,09;1044,38;99,47;;
35004;2019;53;1;120989,35;1167,91;105,65;;
35004;2020;56;1;104910,80;1088,93;99,82;;
35004;2021;82;1;112816,90;1191,10;92,16;;
35005;2018;6;0;129816,70;1209,83;105,83;;
35005;2019;2;0;115500,00;1119,00;102,50;;
35005;2020;4;0;100500,00;756,50;109,50;;
35005;2021;7;0;166000,00;1659,86;102,71;;
35006;2018;38;9;147209,00;1481,45;100,00;;
35006;2019;51;3;157636,72;1517,19;103,93;;
35006;2020;48;5;180419,50;1714,45;110,38;;
35006;2021;46;5;188980,71;1995,69;96,67;;
35007;2018;5;0;154815,00;1524,00;104,20;;
35007;2019;7;0;162100,00;1811,29;91,29;;
35007;2020;5;0;190360,00;1994,60;96,20;;
35007;2021;9;0;229083,33;2151,22;109,56;;
35008;2018;3;0;143333,30;1413,33;101,33;;
35008;2019;7;0;166142,86;1330,57;123,29;;
35008;2020;9;0;127482,20;1503,78;84,11;;
35008;2021;6;0;129451,67;1632,67;79,33;;
35009;2018;19;0;153136,20;1477,42;104,37;;
35009;2019;32;2;137861,88;1527,71;94,53;;
35009;2020;25;1;168287,60;1686,50;105,65;;
35009;2021;23;1;145865,00;1692,54;90,54;;
35010;2018;24;0;130943,50;1412,21;93,96;;
35010;2019;24;1;164540,92;1510,84;109,60;;
35010;2020;20;0;153786,00;1677,80;101,80;;
35010;2021;30;0;208525,13;1906,10;104,70;;
35012;2018;81;13;151904,20;1631,26;94,20;;
35012;2019;82;13;161130,58;1660,11;97,29;;
35012;2020;71;27;159771,80;1830,27;89,63;;
35012;2021;80;27;170196,83;1977,23;90,14;;
35013;2018;45;0;114112,90;1157,76;99,71;;
35013;2019;44;0;148121,98;1313,55;112,55;;
35013;2020;44;0;141982,30;1331,00;103,82;;
35013;2021;49;1;146250,88;1501,54;94,58;;
35014;2018;34;1;137147,70;1431,74;100,26;;
35014;2019;28;3;150805,45;1580,26;100,03;;
35014;2020;30;2;156950,30;1554,59;102,75;;
35014;2021;25;0;175026,88;1677,48;106,08;;
35015;2018;18;0;127555,60;1456,44;89,11;;
35015;2019;24;0;141225,00;1375,50;101,08;;
35015;2020;20;0;173146,80;1401,85;126,10;;
35015;2021;28;0;153834,50;1566,64;97,32;;
35016;2018;32;0;161167,80;1504,22;104,97;;
35016;2019;26;0;174916,58;1719,77;103,88;;
35016;2020;26;0;150629,20;1591,85;103,96;;
35016;2021;35;0;178498,14;2032,43;94,94;;
35017;2018;6;1;162857,10;1553,57;107,43;;
35017;2019;5;0;156312,00;1578,00;100,20;;
35017;2020;10;0;195771,30;1889,50;102,00;;
35017;2021;8;0;235312,50;1912,75;144,25;;
35018;2018;15;0;91095,33;1173,27;87,87;;
35018;2019;11;0;120588,18;1105,27;105,73;;
35018;2020;12;1;119634,60;1156,54;107,62;;
35018;2021;18;0;118475,72;1411,56;86,06;;
35019;2018;32;0;107341,20;1162,97;95,31;;
35019;2019;29;2;106042,10;1038,32;101,87;;
35019;2020;26;0;104937,50;1117,58;91,42;;
35019;2021;34;0;111342,09;1428,85;80,76;;
35021;2018;12;0;137141,70;1476,50;96,92;;
35021;2019;12;0;133875,00;1347,92;94,42;;
35021;2020;17;0;200502,60;2097,88;100,94;;
35021;2021;17;0;165467,65;1584,59;107,88;;
35022;2018;12;1;140730,80;1404,46;98,62;;
35022;2019;3;1;180592,50;1808,25;97,50;;
35022;2020;13;3;163440,20;1648,25;97,31;;
35022;2021;8;1;189294,78;1797,22;105,67;;
35023;2018;44;9;182185,10;1888,40;98,02;;
35023;2019;53;11;181879,53;1857,02;98,81;;
35023;2020;50;11;199266,70;1986,28;103,43;;
35023;2021;76;14;250979,97;2447,30;104,53;;
35024;2018;97;68;228744,70;2523,82;91,64;;
35024;2019;97;67;257636,12;2718,06;94,57;;
35024;2020;89;44;286783,00;2903,90;100,13;;
35024;2021;116;70;292261,34;3195,13;93,25;;
35025;2018;11;0;110181,80;1161,36;95,82;;
35025;2019;10;0;166690,00;1583,40;104,00;;
35025;2020;13;0;136300,00;1343,31;105,00;;
35025;2021;21;0;164391,19;1529,43;113,90;;
35026;2018;1;0;140000,00;1197,00;117,00;;
35026;2019;1;0;55000,00;655,00;84,00;;
35026;2021;2;0;164500,00;1440,50;116,50;;
35027;2018;14;0;152600,40;1608,93;95,21;;
35027;2019;14;0;135560,36;1533,93;87,14;;
35027;2020;31;0;163074,80;1527,26;109,71;;
35027;2021;27;0;216551,00;2051,04;111,52;;
35028;2018;6;0;95222,33;1130,50;85,67;;
35028;2019;7;0;165957,14;1491,14;114,86;;
35028;2020;14;0;144401,40;1572,71;94,43;;
35028;2021;14;0;163587,86;1767,71;92,64;;
35029;2018;23;0;158466,10;1470,48;110,26;;
35029;2019;32;0;125127,56;1493,31;86,56;;
35029;2020;20;0;139473,00;1472,55;97,75;;
35029;2021;24;0;167104,75;1778,88;97,92;;
35030;2018;5;0;147000,00;1782,40;87,40;;
35030;2019;12;0;122983,33;1288,08;95,33;;
35030;2020;6;0;184300,00;1652,50;104,50;;
35030;2021;9;0;130308,89;1485,89;92,56;;
35031;2018;42;3;176059,50;1845,69;94,62;;
35031;2019;56;9;165429,68;1724,65;95,86;;
35031;2020;60;3;211048,00;2101,48;101,63;;
35031;2021;73;6;230033,70;2253,48;104,61;;
35032;2018;47;18;191746,00;2049,42;94,42;;
35032;2019;74;26;209109,77;2120,17;99,62;;
35032;2020;60;21;220235,00;2249,33;102,07;;
35032;2021;45;16;238632,10;2542,34;94,93;;
35033;2018;50;6;176677,80;1686,32;105,20;;
35033;2019;34;4;182829,50;1995,55;99,29;;
35033;2020;35;7;177775,80;1845,91;94,88;;
35033;2021;35;7;223848,55;2092,31;110,69;;
35034;2018;17;0;99234,94;1064,18;95,29;;
35034;2019;14;0;95107,14;1039,14;95,93;;
35034;2020;26;1;113901,90;1373,00;83,85;;
35034;2021;20;1;120714,29;1322,29;92,00;;
35035;2018;8;0;164673,50;1249,50;126,50;;
35035;2019;9;0;176533,33;1815,89;98,22;;
35035;2020;8;0;182500,00;1558,13;120,88;;
35035;2021;8;0;168183,75;1693,13;110,25;;
35037;2018;60;20;188570,50;2023,06;95,43;;
35037;2019;57;29;185983,49;2081,02;90,23;;
35037;2020;62;18;205650,40;2153,76;96,25;;
35037;2021;77;22;218416,32;2426,32;92,99;;
35038;2018;10;0;106795,60;1039,90;105,90;;
35038;2019;12;0;118440,17;1235,42;93,42;;
35038;2020;4;0;145815,80;1422,50;102,00;;
35038;2021;12;0;156916,67;1672,25;98,08;;
35039;2018;18;1;219052,30;1900,63;113,89;;
35039;2019;18;4;184905,55;1886,77;98,77;;
35039;2020;19;5;198623,10;2205,42;95,42;;
35039;2021;13;17;223812,10;2459,93;88,17;;
35040;2018;27;13;170844,80;1783,43;97,48;;
35040;2019;26;9;183852,66;2037,71;93,80;;
35040;2020;37;8;190869,30;2142,58;92,27;;
35040;2021;40;14;193873,74;2197,26;89,78;;
35041;2018;12;0;169675,40;1879,83;94,17;;
35041;2019;5;0;187337,00;1792,00;111,60;;
35041;2020;8;0;167741,00;1596,38;103,88;;
35041;2021;7;0;194500,00;1806,86;107,14;;
35042;2018;11;0;103384,70;1125,55;89,55;;
35042;2019;6;0;74363,67;819,83;88,00;;
35042;2020;12;0;126873,30;1186,92;109,25;;
35042;2021;13;0;154917,69;1444,31;109,54;;
35044;2018;1;0;145000,00;1208,00;120,00;;
35044;2019;7;0;100928,57;1326,00;80,00;;
35044;2020;5;0;102600,00;1552,20;83,00;;
35044;2021;3;0;127500,00;1258,33;102,33;;
35045;2018;12;0;117858,60;1260,67;87,42;;
35045;2019;11;0;74270,91;1006,45;76,09;;
35045;2020;6;0;100665,00;1484,17;83,00;;
35045;2021;11;0;134871,73;1513,55;93,36;;
35046;2018;5;0;96423,20;988,80;90,60;;
35046;2019;6;0;142150,00;1248,00;112,17;;
35046;2020;9;0;106600,00;1302,22;84,78;;
35046;2021;10;0;123430,70;1406,20;87,70;;
35047;2018;130;122;209693,40;2465,80;87,27;;
35047;2019;140;153;211955,26;2520,14;85,57;;
35047;2020;147;113;237046,30;2750,19;88,42;;
35047;2021;139;145;256330,72;3194,75;82,91;;
35049;2018;80;32;202869,20;2910,64;79,12;;
35049;2019;111;43;256689,90;2872,53;91,31;;
35049;2020;97;61;259079,50;3201,73;85,76;;
35049;2021;89;56;287274,14;3482,61;86,03;;
35050;2018;6;0;172775,00;1740,67;96,50;;
35050;2019;3;0;131400,00;1644,00;89,00;;
35050;2020;7;0;170298,00;1615,57;117,29;;
35050;2021;10;0;239818,30;1917,60;136,40;;
35051;2018;126;91;319203,40;3097,33;103,83;;
35051;2019;103;124;288413,59;3186,28;90,55;;
35051;2020;102;96;332108,70;3632,48;91,79;;
35051;2021;135;146;335469,96;3694,56;89,60;;
35052;2018;8;0;169340,00;1561,50;108,88;;
35052;2019;9;1;139540,10;1570,20;88,80;;
35052;2020;4;0;193875,00;1541,75;127,25;;
35052;2021;8;1;210488,89;1737,22;115,89;;
35054;2018;21;0;182097,40;1884,57;103,14;;
35054;2019;26;0;177044,46;1757,38;109,62;;
35054;2020;18;0;204794,40;1861,00;108,72;;
35054;2021;22;0;221514,14;2258,41;101,82;;
35055;2018;51;103;193518,30;2418,05;80,13;;
35055;2019;66;108;204898,47;2566,77;80,10;;
35055;2020;57;111;222584,40;2813,55;79,10;;
35055;2021;54;93;246516,46;2979,19;84,52;;
35056;2018;8;0;145891,80;1578,25;93,63;;
35056;2019;7;0;141759,00;1231,71;114,14;;
35056;2020;12;0;145005,20;1551,00;93,33;;
35056;2021;10;0;186008,90;2028,20;91,70;;
35057;2018;21;3;120950,00;1293,08;95,50;;
35057;2019;18;2;120957,00;1531,95;76,65;;
35057;2020;23;5;118060,40;1402,11;83,50;;
35057;2021;21;5;141914,62;1766,23;81,46;;
35058;2018;18;0;186772,20;1751,39;105,67;;
35058;2019;16;0;224770,19;1742,81;121,88;;
35058;2020;19;0;200955,70;1983,53;104,63;;
35058;2021;11;0;206909,09;2032,09;99,18;;
35059;2018;42;13;225606,50;2389,55;94,16;;
35059;2019;34;20;236505,50;2748,98;90,83;;
35059;2020;38;17;242348,00;2514,86;96,87;;
35059;2021;46;17;334293,67;3187,92;101,35;;
35060;2018;14;0;140045,90;1402,79;95,36;;
35060;2019;17;0;160161,00;1582,71;102,12;;
35060;2020;12;0;178151,70;1751,92;102,33;;
35060;2021;14;0;193137,07;1873,21;104,29;;
35061;2018;5;0;106900,00;1421,60;77,60;;
35061;2019;9;0;160888,89;1647,78;103,44;;
35061;2020;3;0;129000,00;1388,33;96,67;;
35061;2021;11;0;161292,45;1499,18;108,45;;
35062;2018;15;0;127753,30;1266,87;103,87;;
35062;2019;13;0;98719,08;1235,46;83,08;;
35062;2020;15;0;120619,70;1247,40;93,07;;
35062;2021;17;0;133147,06;1361,59;92,53;;
35063;2018;3;0;171633,30;1141,00;159,33;;
35063;2019;5;0;153300,00;1337,80;115,00;;
35063;2020;3;0;117000,00;1048,33;105,33;;
35063;2021;7;0;151714,29;1464,29;115,71;;
35064;2018;21;0;72962,14;975,62;75,24;;
35064;2019;25;0;78499,44;937,96;81,76;;
35064;2020;18;0;106005,20;1076,22;97,00;;
35064;2021;35;0;119181,29;1232,60;91,51;;
35065;2018;17;0;187823,20;2020,77;96,94;;
35065;2019;24;3;178787,07;1973,44;93,70;;
35065;2020;18;5;176647,00;2514,87;79,35;;
35065;2021;22;1;238002,61;2453,26;97,70;;
35066;2018;71;82;182340,80;2280,29;79,32;;
35066;2019;66;73;192379,57;2442,32;78,40;;
35066;2020;66;81;199832,50;2455,27;82,43;;
35066;2021;47;73;209178,88;2890,39;73,54;;
35067;2018;17;0;200658,80;1733,47;115,88;;
35067;2019;23;0;201793,48;1874,87;107,13;;
35067;2020;24;0;242799,90;2143,13;115,42;;
35067;2021;16;0;259373,81;2343,69;111,50;;
35068;2018;58;26;169547,00;1956,01;88,70;;
35068;2019;65;28;180777,57;1998,38;93,01;;
35068;2020;77;21;190397,70;2182,59;88,43;;
35068;2021;68;26;219430,30;2376,19;94,24;;
35069;2018;96;34;218698,10;2192,62;100,14;;
35069;2019;107;43;220886,85;2255,38;98,71;;
35069;2020;123;36;238071,50;2317,22;104,42;;
35069;2021;129;37;276061,67;2660,32;105,25;;
35070;2018;23;5;168428,60;1806,18;96,46;;
35070;2019;37;1;171659,45;1627,50;104,71;;
35070;2020;24;3;200816,30;1917,41;108,00;;
35070;2021;24;9;212306,00;2425,76;90,03;;
35071;2018;5;0;153560,80;1118,20;138,00;;
35071;2019;6;0;126250,00;1131,50;109,50;;
35071;2020;4;0;170000,00;1688,50;106,00;;
35071;2021;8;0;131312,50;1126,63;113,75;;
35072;2018;15;0;145426,00;1412,20;108,13;;
35072;2019;14;0;110177,14;1158,14;103,64;;
35072;2020;13;0;110500,00;1239,31;100,08;;
35072;2021;25;0;134552,80;1337,60;104,24;;
35075;2018;8;0;148069,90;1442,25;101,00;;
35075;2019;9;0;133255,56;1407,33;92,78;;
35075;2020;11;0;144635,70;1310,64;126,27;;
35075;2021;18;1;163694,74;1440,63;112,11;;
35076;2018;36;18;182885,60;2046,32;89,63;;
35076;2019;28;23;180808,75;2121,35;86,82;;
35076;2020;41;24;197883,60;2291,22;89,54;;
35076;2021;48;40;218315,28;2550,72;87,20;;
35077;2018;3;0;148033,30;1284,00;119,33;;
35077;2019;3;0;128000,00;846,67;152,00;;
35077;2020;8;0;98304,38;839,38;118,50;;
35077;2021;9;0;109201,67;1308,11;82,56;;
35078;2018;6;0;196666,70;2618,50;82,50;;
35078;2019;15;0;176700,00;1716,13;110,93;;
35078;2020;26;0;182217,70;1867,04;99,65;;
35078;2021;14;1;200513,33;1907,40;105,93;;
35079;2018;23;1;221838,60;1864,96;122,96;;
35079;2019;24;1;235152,88;2273,96;106,48;;
35079;2020;18;3;246053,10;2579,33;95,81;;
35079;2021;26;3;289471,10;2919,03;99,31;;
35080;2018;25;1;209231,70;1938,27;108,73;;
35080;2019;33;5;188544,47;1874,11;103,47;;
35080;2020;32;2;196642,60;1910,79;104,85;;
35080;2021;32;6;217896,66;2271,26;97,21;;
35081;2018;8;0;188062,50;2089,88;90,88;;
35081;2019;7;0;152146,57;1783,00;85,86;;
35081;2020;14;0;201408,10;2167,57;92,86;;
35081;2021;5;0;197090,00;2445,20;81,20;;
35082;2018;16;1;120205,90;1206,18;104,35;;
35082;2019;18;1;130723,53;1156,37;110,47;;
35082;2020;23;0;145560,20;1357,17;109,78;;
35082;2021;23;0;156082,48;1386,22;118,04;;
35084;2018;7;0;121190,00;1243,29;96,43;;
35084;2019;11;0;120359,82;1226,18;92,73;;
35084;2020;16;0;98972,81;1331,38;76,75;;
35084;2021;15;0;116256,00;1290,53;85,33;;
35085;2018;42;9;141038,20;1581,67;88,27;;
35085;2019;69;12;152672,10;1664,75;93,33;;
35085;2020;57;14;160310,90;1718,97;98,39;;
35085;2021;65;14;162677,16;1812,65;92,11;;
35086;2018;7;0;95001,29;968,43;95,29;;
35086;2019;7;0;120528,57;1064,29;111,00;;
35086;2020;11;0;105372,70;1170,27;93,82;;
35086;2021;13;0;137365,38;1454,46;94,62;;
35087;2018;13;0;136508,10;1562,69;89,46;;
35087;2019;7;0;137652,71;1245,14;116,14;;
35087;2020;12;0;175233,30;1667,17;103,25;;
35087;2021;14;0;157766,21;1469,36;106,00;;
35088;2018;23;2;162467,50;1807,80;93,00;;
35088;2019;36;11;176681,34;1821,43;101,98;;
35088;2020;47;6;204857,90;2090,85;101,36;;
35088;2021;37;3;244486,48;2214,85;110,40;;
35089;2018;7;0;128000,00;1225,71;101,71;;
35089;2019;6;0;111416,67;1378,33;79,83;;
35089;2020;9;0;92186,11;1518,56;68,67;;
35089;2021;17;0;179558,82;1925,18;92,88;;
35090;2018;21;12;149192,40;1762,49;85,42;;
35090;2019;41;7;161917,35;1752,25;93,17;;
35090;2020;22;10;185044,40;1873,56;100,19;;
35090;2021;33;10;207415,21;2140,42;96,93;;
35091;2018;6;0;159566,70;1234,17;127,17;;
35091;2019;6;0;144382,67;1110,33;131,83;;
35091;2020;13;0;172306,20;1616,00;115,92;;
35091;2021;19;0;134094,95;1280,11;96,68;;
35092;2018;14;0;126567,90;1249,29;101,00;;
35092;2019;9;0;110428,89;1158,44;89,89;;
35092;2020;9;0;157668,20;1392,78;117,44;;
35092;2021;12;0;138816,67;1360,17;100,00;;
35093;2018;161;191;285987,50;3905,08;74,37;;
35093;2019;165;228;286954,92;4111,13;69,05;;
35093;2020;138;181;341263,90;4593,04;74,50;;
35093;2021;170;207;389016,75;5065,60;77,03;;
35094;2018;23;0;153372,20;1554,74;96,04;;
35094;2019;17;0;120406,24;1302,35;92,71;;
35094;2020;26;0;175992,30;1605,42;113,50;;
35094;2021;24;2;173860,38;1813,08;93,58;;
35095;2018;60;38;128676,10;1653,16;79,98;;
35095;2019;68;41;155685,31;1889,68;90,43;;
35095;2020;66;40;149394,80;1838,68;82,48;;
35095;2021;74;46;183126,56;2203,53;84,16;;
35096;2018;28;4;160461,80;1676,56;99,19;;
35096;2019;30;6;174531,94;1631,97;110,75;;
35096;2020;18;15;162019,60;1991,46;87,82;;
35096;2021;24;10;172837,32;2134,50;85,06;;
35097;2018;30;0;128060,00;1406,03;87,17;;
35097;2019;23;0;153995,65;1477,43;111,83;;
35097;2020;25;0;154385,60;1475,96;105,92;;
35097;2021;20;0;175825,00;1680,40;107,25;;
35098;2018;16;0;134564,70;1306,88;101,06;;
35098;2019;18;0;102501,72;1068,61;96,11;;
35098;2020;9;0;148211,10;1349,56;108,33;;
35098;2021;19;0;141694,74;1760,05;82,58;;
35099;2018;46;10;213365,30;2065,79;104,27;;
35099;2019;31;10;225261,80;2310,07;97,56;;
35099;2020;34;8;228188,50;2348,14;97,83;;
35099;2021;49;10;259778,98;2466,81;105,19;;
35101;2018;13;0;139241,80;1686,39;85,85;;
35101;2019;11;0;165651,27;1586,09;111,00;;
35101;2020;12;0;178620,80;1651,17;112,00;;
35101;2021;21;0;208133,81;1960,52;106,95;;
35102;2018;3;0;105000,00;1022,00;95,67;;
35102;2019;6;0;119633,33;1282,33;93,17;;
35102;2020;6;0;93833,33;1224,67;85,50;;
35102;2021;4;0;140622,50;1495,50;93,25;;
35103;2018;6;0;74916,67;828,17;92,67;;
35103;2019;2;0;118000,00;737,50;156,50;;
35103;2020;7;0;134457,10;1153,57;116,57;;
35103;2021;13;0;121769,23;1259,00;97,23;;
35104;2018;16;0;125106,20;1401,31;92,81;;
35104;2019;21;0;142573,81;1731,71;84,24;;
35104;2020;17;0;162114,10;1532,59;100,76;;
35104;2021;19;0;155045,00;1459,42;105,42;;
35105;2018;15;0;135926,40;1431,40;99,87;;
35105;2019;11;0;161027,27;1572,82;103,36;;
35105;2020;16;0;188209,80;1721,88;115,06;;
35105;2021;22;0;168236,50;1652,00;111,05;;
35106;2018;13;0;98846,15;1061,08;90,31;;
35106;2019;22;1;130640,00;1308,04;102,00;;
35106;2020;34;0;141173,80;1334,94;102,41;;
35106;2021;27;0;133031,48;1299,37;104,59;;
35107;2018;23;1;194841,70;1832,08;108,92;;
35107;2019;22;0;200665,23;1718,05;116,18;;
35107;2020;17;0;189808,60;2065,41;91,71;;
35107;2021;24;1;239455,20;2174,12;114,64;;
35108;2018;7;0;193697,60;1730,29;116,14;;
35108;2019;6;0;122000,00;1721,67;80,00;;
35108;2020;13;0;173930,80;1907,85;95,00;;
35108;2021;17;1;173480,56;1910,00;101,61;;
35109;2018;12;3;116999,30;1476,80;80,87;;
35109;2019;26;5;187202,90;1801,10;106,81;;
35109;2020;23;4;184207,40;1795,37;107,04;;
35109;2021;26;10;177043,00;1867,42;102,03;;
35110;2018;6;0;109212,50;1249,67;87,33;;
35110;2019;15;0;139990,00;1411,87;107,20;;
35110;2020;14;0;152073,60;1325,71;119,29;;
35110;2021;10;0;139148,40;1588,30;95,50;;
35111;2018;5;0;87820,00;838,00;113,00;;
35111;2019;8;0;91062,50;1046,75;107,75;;
35111;2020;10;0;115650,00;1126,00;101,40;;
35111;2021;8;0;84562,50;931,50;104,38;;
35112;2018;11;1;127183,30;1445,25;95,33;;
35112;2019;10;0;104750,00;1014,60;103,50;;
35112;2020;11;0;136954,50;1350,73;105,27;;
35112;2021;15;0;163045,33;1568,47;115,20;;
35114;2018;3;0;75676,00;835,67;96,33;;
35114;2019;6;0;70833,33;909,67;80,33;;
35114;2020;3;0;123526,70;1138,33;107,00;;
35114;2021;2;0;201500,00;2542,50;75,50;;
35115;2018;152;143;118817,00;1355,75;86,28;;
35115;2019;182;172;113336,38;1366,70;82,72;;
35115;2020;156;135;134874,80;1576,96;85,28;;
35115;2021;162;204;134485,99;1698,87;80,28;;
35116;2018;32;0;158109,40;1656,97;99,91;;
35116;2019;44;1;169341,11;1697,47;102,07;;
35116;2020;31;0;167670,80;1714,71;99,94;;
35116;2021;39;2;199127,78;2310,12;91,32;;
35117;2018;18;2;103623,50;1012,40;105,65;;
35117;2019;25;2;89288,89;888,11;98,15;;
35117;2020;27;1;85532,86;854,18;100,54;;
35117;2021;15;7;91813,86;1146,36;76,45;;
35118;2018;21;1;155489,10;1474,32;103,41;;
35118;2019;13;0;148014,62;1432,46;95,77;;
35118;2020;19;0;174612,60;1521,53;116,63;;
35118;2021;18;0;191361,67;1711,28;116,11;;
35119;2018;5;0;177786,00;1199,80;140,60;;
35119;2019;10;0;156007,40;1773,60;111,30;;
35119;2020;6;0;181683,30;1304,83;118,00;;
35119;2021;12;0;142163,50;1268,75;111,17;;
35120;2018;61;17;205777,10;2161,35;96,42;;
35120;2019;41;15;211528,36;2284,86;92,80;;
35120;2020;53;36;193357,10;2285,80;87,73;;
35120;2021;58;23;233911,57;2538,85;91,12;;
35121;2018;13;2;177794,00;1836,00;96,87;;
35121;2019;21;0;198995,24;1966,29;111,29;;
35121;2020;20;1;211436,90;1897,57;112,62;;
35121;2021;17;1;225783,33;2117,11;109,28;;
35122;2018;19;4;165087,00;2031,87;84,30;;
35122;2019;26;2;172929,39;1899,93;92,21;;
35122;2020;30;5;200227,20;2254,89;89,94;;
35122;2021;31;3;267269,50;2530,85;104,50;;
35123;2018;45;9;197876,50;1859,82;107,63;;
35123;2019;45;9;178157,61;1877,70;95,78;;
35123;2020;49;9;197759,70;1942,16;102,19;;
35123;2021;50;16;214010,05;2180,09;100,30;;
35124;2018;29;0;110466,80;1133,24;101,21;;
35124;2019;30;0;136291,43;1270,87;109,27;;
35124;2020;40;0;131156,80;1189,30;106,08;;
35124;2021;40;1;145945,15;1360,44;103,73;;
35125;2018;32;11;94550,91;1121,77;83,07;;
35125;2019;51;8;104990,10;1221,08;88,78;;
35125;2020;63;14;105178,40;1224,90;88,26;;
35125;2021;67;17;127645,98;1364,73;93,12;;
35126;2018;87;16;194984,80;1864,66;105,54;;
35126;2019;99;21;190402,50;2013,19;95,68;;
35126;2020;110;17;216382,80;2197,39;100,65;;
35126;2021;107;16;252065,49;2397,54;108,11;;
35127;2018;36;1;155233,10;1655,87;97,78;;
35127;2019;51;4;160823,07;1632,27;102,11;;
35127;2020;59;6;194383,80;1720,86;115,69;;
35127;2021;49;8;186878,14;2050,42;93,33;;
35128;2018;19;0;129557,10;1634,11;84,58;;
35128;2019;23;0;164931,78;1750,48;94,91;;
35128;2020;18;0;225408,90;2137,44;110,33;;
35128;2021;30;0;180587,50;1905,13;98,77;;
35130;2018;14;3;166178,80;1690,24;93,41;;
35130;2019;26;4;175885,67;1880,30;99,73;;
35130;2020;21;4;180220,00;1754,04;105,56;;
35130;2021;33;6;192757,46;2031,31;94,54;;
35131;2018;35;28;186833,80;2091,83;90,76;;
35131;2019;31;22;194922,68;2220,58;89,81;;
35131;2020;38;17;200399,90;2292,71;92,15;;
35131;2021;42;24;235680,06;2663,80;90,30;;
35132;2018;19;0;194182,60;1955,21;104,58;;
35132;2019;24;0;171996,88;1708,25;105,54;;
35132;2020;15;0;212853,30;1820,73;115,73;;
35132;2021;24;0;186554,79;2174,46;94,00;;
35133;2018;34;1;143877,20;1551,09;94,34;;
35133;2019;51;3;154176,46;1616,44;96,39;;
35133;2020;59;3;159424,10;1570,48;104,81;;
35133;2021;60;1;179967,03;1934,46;97,97;;
35134;2018;3;0;245886,70;1452,33;166,00;;
35134;2019;3;0;159000,00;1262,00;124,67;;
35134;2020;3;0;231000,00;1833,67;124,00;;
35134;2021;2;0;202500,00;2154,50;98,50;;
35135;2018;22;7;138738,30;1507,00;94,41;;
35135;2019;25;1;173283,27;1836,46;103,73;;
35135;2020;19;3;184633,00;1594,46;117,73;;
35135;2021;28;2;201412,10;2082,53;102,10;;
35136;2018;65;43;147760,80;1699,03;90,26;;
35136;2019;88;49;166172,28;1810,90;93,23;;
35136;2020;81;50;167730,60;2044,22;85,27;;
35136;2021;76;52;179657,37;2240,92;84,49;;
35137;2018;19;0;169351,10;1608,47;114,63;;
35137;2019;15;0;118966,67;1248,93;99,80;;
35137;2020;28;0;187152,10;1639,43;111,61;;
35137;2021;27;0;193654,56;1773,07;112,19;;
35138;2018;5;0;169119,40;1656,60;101,80;;
35138;2019;11;0;176136,36;1664,00;103,18;;
35138;2020;13;0;169686,70;1521,62;113,46;;
35138;2021;7;0;141214,29;1645,86;82,71;;
35139;2018;46;7;255798,10;2236,68;121,17;;
35139;2019;53;13;226630,35;2137,39;110,00;;
