INSEE_COM;Annee;NbMaisonsVendues;NbAppartsVendus;PrixMoyen;Prixm2Moyen;SurfaceMoy;;PrixMoyenGen
22316;2018;8;0;58517,50;622,50;100,75;;
22316;2019;10;0;53140,50;663,70;80,60;;
22316;2020;8;0;70401,25;779,88;96,75;;
22316;2021;20;0;83015,95;1031,25;81,05;;
22317;2018;5;0;132000,00;1243,00;108,40;;
22317;2019;5;0;96600,00;790,80;118,20;;
22317;2020;7;1;96643,75;1034,50;88,63;;
22317;2021;13;0;222876,54;1629,62;124,00;;
22318;2018;5;0;100200,00;948,00;107,40;;
22318;2019;6;0;99364,67;1039,33;97,67;;
22318;2020;7;0;79814,29;1277,71;75,00;;
22318;2021;7;0;140136,43;1698,43;92,14;;
22319;2018;8;1;185000,00;1886,67;91,67;;
22319;2019;7;1;132687,50;1961,50;86,00;;
22319;2020;9;1;158158,90;1954,80;96,40;;
22319;2021;9;0;237243,89;2350,56;105,00;;
22320;2018;2;0;25000,00;472,00;53,00;;
22320;2019;4;0;94500,00;1092,00;87,25;;
22320;2020;5;0;110400,00;2351,80;70,60;;
22320;2021;6;0;115033,33;885,17;125,83;;
22321;2018;29;0;77362,07;879,38;86,34;;
22321;2019;38;0;84715,79;886,37;86,47;;
22321;2020;41;0;71274,39;851,59;88,98;;
22321;2021;31;0;94319,35;1109,61;93,71;;
22322;2018;5;0;101100,00;1180,60;93,80;;
22322;2019;2;0;102500,00;1135,00;91,00;;
22322;2020;8;0;112375,00;1365,13;83,50;;
22322;2021;7;0;82071,43;1037,43;89,86;;
22323;2018;15;0;131113,33;1306,87;98,93;;
22323;2019;19;0;135844,74;1422,58;92,37;;
22323;2020;11;0;130136,36;1504,36;86,64;;
22323;2021;14;0;191112,86;2245,14;88,71;;
22324;2018;21;0;204301,43;1848,24;108,24;;
22324;2019;12;0;167166,67;1507,50;110,25;;
22324;2020;26;0;261472,81;2104,88;121,12;;
22324;2021;18;0;228113,39;2254,78;103,67;;
22325;2018;70;54;163971,47;2352,52;73,32;;
22325;2019;78;58;185593,48;2513,01;78,02;;
22325;2020;76;56;204938,30;2650,55;83,08;;
22325;2021;71;54;234766,90;3285,87;75,26;;
22326;2018;7;0;151802,86;1362,43;108,86;;
22326;2019;10;0;136150,00;1271,80;106,30;;
22326;2020;4;0;128000,00;1434,25;93,25;;
22326;2021;8;0;189525,00;1843,75;104,50;;
22327;2018;19;0;203124,21;1781,26;114,26;;
22327;2019;27;0;188736,67;1747,59;110,81;;
22327;2020;27;0;178337,04;1931,04;92,52;;
22327;2021;24;0;220887,17;2229,88;101,17;;
22328;2018;11;0;75100,91;1061,00;72,91;;
22328;2019;13;0;60227,77;768,38;78,38;;
22328;2020;5;0;93100,00;965,80;89,60;;
22328;2021;4;0;90500,00;1229,50;74,00;;
22330;2018;3;0;70633,33;594,33;118,67;;
22330;2019;6;0;70750,00;752,17;95,00;;
22330;2020;10;0;91755,50;1306,30;81,20;;
22330;2021;11;0;126211,36;1132,82;116,55;;
22331;2018;3;0;104066,67;1088,33;98,00;;
22331;2019;2;0;176250,00;1671,00;99,00;;
22331;2020;2;0;105477,50;714,50;142,00;;
22331;2021;9;0;64544,44;815,11;83,56;;
22332;2018;5;0;92850,00;1135,20;76,80;;
22332;2019;6;0;167100,00;1534,00;110,33;;
22332;2020;9;0;133287,78;1292,22;102,00;;
22332;2021;2;0;177000,00;2089,00;82,50;;
22333;2018;12;0;102344,17;1089,25;99,42;;
22333;2019;4;0;52000,00;780,25;65,50;;
22333;2020;11;0;83045,45;910,27;89,55;;
22333;2021;20;0;95886,00;1072,05;93,90;;
22334;2018;2;0;128200,00;1253,50;90,00;;
22334;2019;3;0;99166,67;775,33;109,00;;
22334;2020;3;0;100333,33;941,33;104,33;;
22334;2021;4;0;106750,00;1506,50;87,50;;
22335;2018;7;0;97214,29;829,57;125,57;;
22335;2020;6;0;111320,83;1607,50;70,33;;
22335;2021;15;0;106536,67;1044,27;100,27;;
22337;2018;17;0;81100,00;928,35;96,00;;
22337;2019;16;0;77195,63;873,69;82,63;;
22337;2020;16;0;97688,69;1129,56;87,00;;
22337;2021;24;0;136497,29;1471,17;96,04;;
22338;2018;3;0;118500,00;1103,00;107,00;;
22338;2019;9;0;110222,22;1095,67;98,89;;
22338;2020;10;0;119719,00;1275,90;97,80;;
22338;2021;12;0;141666,67;1323,67;105,67;;
22339;2018;39;7;154358,91;1562,74;96,59;;
22339;2019;59;17;148477,82;1799,13;84,38;;
22339;2020;52;14;158994,70;1728,03;92,42;;
22339;2021;43;9;186284,63;1989,96;91,71;;
22340;2018;16;0;130964,06;1206,69;112,75;;
22340;2019;13;0;129653,85;1250,08;104,15;;
22340;2020;11;0;150722,73;1456,09;105,36;;
22340;2021;17;0;145858,82;1558,12;97,59;;
22341;2018;5;0;114445,00;1458,00;85,00;;
22341;2019;6;0;150650,00;1547,00;103,83;;
22341;2020;11;0;117207,09;1064,45;109,36;;
22341;2021;13;0;127702,77;1471,77;99,92;;
22342;2018;6;0;119800,00;1411,83;90,00;;
22342;2019;6;0;138000,00;1350,17;95,00;;
22342;2020;3;0;87333,33;908,67;88,33;;
22342;2021;10;0;189493,20;1623,40;124,00;;
22343;2018;55;26;197039,51;2099,10;97,23;;
22343;2019;68;35;197140,68;2239,27;91,58;;
22343;2020;76;35;206547,95;2587,24;91,97;;
22343;2021;85;37;246664,77;2738,44;94,27;;
22344;2018;10;0;74740,00;881,50;84,60;;
22344;2019;9;0;70777,78;716,44;93,67;;
22344;2020;13;0;105865,38;918,54;115,15;;
22344;2021;20;0;81248,00;896,90;83,85;;
22345;2018;9;0;130498,22;1342,89;101,33;;
22345;2019;18;0;104534,44;1317,28;90,56;;
22345;2020;16;0;100100,88;1041,94;100,75;;
22345;2021;15;0;106388,33;1357,13;84,20;;
22346;2018;8;0;122112,50;1181,13;112,75;;
22346;2019;11;0;141681,82;1121,91;114,55;;
22346;2020;12;0;133970,83;1324,00;103,50;;
22346;2021;10;0;208572,00;1560,00;130,10;;
22347;2018;14;1;95834,07;1108,07;85,93;;
22347;2019;23;1;139293,75;1384,54;101,29;;
22347;2020;21;0;175127,14;1851,05;103,48;;
22347;2021;25;0;159952,52;1660,04;99,20;;
22348;2018;7;0;106721,43;957,86;105,14;;
22348;2019;8;0;126731,25;1290,38;100,50;;
22348;2020;8;0;76939,00;1036,50;82,50;;
22348;2021;13;0;109365,38;1020,92;105,85;;
22349;2018;32;0;173563,13;1799,00;99,41;;
22349;2019;27;0;198519,00;1974,67;101,63;;
22349;2020;25;0;175066,00;1997,76;94,56;;
22349;2021;36;3;223740,67;2144,87;108,41;;
22350;2018;2;0;145400,00;1580,50;92,00;;
22350;2019;5;0;121600,00;1377,80;89,40;;
22350;2020;2;0;86250,00;1055,00;65,50;;
22350;2021;3;0;240333,33;1905,67;125,33;;
22351;2018;11;0;105636,36;1029,00;101,64;;
22351;2019;5;0;121737,20;1172,20;108,40;;
22351;2020;5;0;104800,00;799,60;122,80;;
22351;2021;8;0;154676,25;1270,63;121,50;;
22352;2018;5;0;112800,00;1188,60;93,40;;
22352;2019;4;0;117654,50;1417,75;84,50;;
22352;2020;3;0;134200,00;1487,00;91,67;;
22352;2021;3;0;172666,67;1200,67;148,33;;
22353;2018;39;17;218603,86;2561,02;90,07;;
22353;2019;51;15;228866,92;2598,65;92,26;;
22353;2020;57;8;275179,23;2979,42;98,75;;
22353;2021;49;14;330632,13;3836,30;90,29;;
22354;2018;8;0;120556,25;1238,63;103,13;;
22354;2019;11;0;112082,73;1167,64;98,73;;
22354;2020;9;0;164888,89;1293,89;126,33;;
22354;2021;17;0;114170,59;1552,53;82,00;;
22356;2018;4;0;142825,00;994,25;136,00;;
22356;2019;9;0;147327,78;1471,67;99,22;;
22356;2020;10;0;176794,00;1480,90;121,70;;
22356;2021;7;0;177285,71;1750,29;110,43;;
22358;2018;4;0;95375,00;984,50;100,00;;
22358;2019;4;0;72875,00;1143,00;62,25;;
22358;2020;7;0;102814,29;1246,00;84,57;;
22358;2021;10;0;129410,00;1277,10;102,10;;
22359;2018;3;0;105966,67;1266,33;85,00;;
22359;2019;5;0;117200,00;1132,60;100,20;;
22359;2020;12;0;183433,33;1338,08;131,17;;
22359;2021;14;0;97469,79;1167,29;87,43;;
22360;2018;80;13;156222,90;1691,25;93,63;;
22360;2019;97;11;153584,59;1643,31;94,95;;
22360;2020;78;9;167508,17;1620,13;105,56;;
22360;2021;122;29;170416,14;1913,71;90,05;;
22361;2018;14;0;124243,29;1331,71;94,86;;
22361;2019;13;0;118334,62;1116,62;102,15;;
22361;2020;10;0;144663,00;1404,90;99,40;;
22361;2021;10;0;186618,10;1423,60;130,40;;
22362;2018;28;13;126735,49;1449,80;83,05;;
22362;2019;37;11;123728,96;1323,31;97,04;;
22362;2020;36;5;150643,90;1630,41;96,10;;
22362;2021;41;30;146557,89;1647,52;87,66;;
22363;2018;23;1;199587,08;2065,21;108,54;;
22363;2019;31;0;191818,16;1787,65;106,00;;
22363;2020;27;1;259937,32;2557,57;108,14;;
22363;2021;26;1;264014,07;2678,85;103,78;;
22364;2018;30;2;164702,34;1719,38;96,50;;
22364;2019;35;5;132438,15;1491,48;90,45;;
22364;2020;34;6;154876,20;1812,00;85,73;;
22364;2021;55;7;181120,34;1991,26;90,94;;
22365;2018;1;0;40000,00;408,00;98,00;;
22365;2019;4;0;145625,00;1412,50;99,75;;
22365;2020;3;0;91000,00;851,00;107,33;;
22365;2021;4;0;103750,00;973,25;105,25;;
22366;2018;4;1;93040,40;891,00;104,60;;
22366;2019;8;0;98523,75;1171,63;84,75;;
22366;2020;8;0;89500,00;1192,13;77,50;;
22366;2021;8;0;90291,88;1317,38;74,63;;
22368;2018;10;0;239575,00;1962,70;120,30;;
22368;2019;14;0;203164,29;2040,50;102,86;;
22368;2020;9;0;200170,00;2030,78;98,89;;
22368;2021;21;0;212297,19;2177,10;106,57;;
22369;2018;5;0;133200,00;1109,60;115,00;;
22369;2019;10;0;98800,00;988,70;99,20;;
22369;2020;15;0;105633,33;1097,93;92,40;;
22369;2021;17;0;140585,29;1278,06;112,65;;
22370;2018;6;0;107833,33;1397,67;84,83;;
22370;2019;5;0;135894,20;1184,40;113,00;;
22370;2020;7;0;140897,14;1162,71;120,71;;
22370;2021;6;0;160570,00;1425,83;118,50;;
22371;2018;16;0;106109,38;996,25;117,31;;
22371;2019;11;0;91382,73;894,45;87,18;;
22371;2020;11;0;82000,00;995,36;82,73;;
22371;2021;12;0;143789,42;1278,83;101,75;;
22372;2018;16;2;141192,22;1520,78;91,33;;
22372;2019;21;2;116537,09;1296,13;91,09;;
22372;2020;20;0;171655,00;1671,60;103,90;;
22372;2021;34;0;169962,91;1750,44;97,18;;
22373;2019;1;0;90000,00;789,00;114,00;;
22373;2020;2;0;62500,00;744,50;82,50;;
22373;2021;6;0;73681,67;999,67;67,50;;
22375;2018;7;0;121142,86;1376,86;101,00;;
22375;2019;12;0;141744,58;1458,67;96,33;;
22375;2020;8;0;135088,75;1500,63;88,75;;
22375;2021;11;1;153916,67;1550,00;99,50;;
22376;2018;18;0;97816,67;1015,28;96,00;;
22376;2019;12;0;126750,00;1196,08;122,33;;
22376;2020;15;1;118247,50;1072,13;105,88;;
22376;2021;21;0;103837,52;1070,29;97,24;;
22377;2018;15;0;150450,00;1756,00;87,00;;
22377;2019;18;1;204288,16;2001,47;108,05;;
22377;2020;16;0;191410,81;1815,75;109,50;;
22377;2021;20;0;210770,80;2221,25;90,70;;
22378;2018;2;0;181500,00;1463,50;125,00;;
22378;2019;3;0;141000,00;1538,33;91,67;;
22378;2020;6;0;142426,67;1640,83;95,83;;
22378;2021;8;0;137425,00;1414,00;91,13;;
22379;2018;24;7;166060,97;2478,74;78,03;;
22379;2019;36;6;173160,17;2480,69;82,14;;
22379;2020;28;7;181822,49;2663,71;74,94;;
22379;2021;32;3;264695,11;2805,06;97,86;;
22380;2018;7;0;123785,71;946,14;122,14;;
22380;2019;8;0;138350,00;1443,75;94,75;;
22380;2020;12;1;110115,38;1360,69;85,77;;
22380;2021;15;1;150459,38;1913,63;87,06;;
22381;2018;5;0;114500,00;1307,20;81,60;;
22381;2019;2;0;132675,00;1735,00;76,50;;
22381;2020;3;0;134000,00;1197,67;111,33;;
22381;2021;10;0;134638,00;1379,20;97,30;;
22383;2018;4;1;53716,00;627,80;89,20;;
22383;2019;5;0;77000,00;861,40;98,60;;
22383;2020;5;0;163300,00;1024,40;144,00;;
22383;2021;6;0;119775,00;1055,00;96,33;;
22384;2018;13;0;106078,46;1200,23;95,54;;
22384;2019;5;0;108400,00;1013,40;108,40;;
22384;2020;21;0;115401,43;950,33;123,71;;
22384;2021;23;0;111274,78;1077,00;104,83;;
22385;2018;15;0;187780,00;1925,20;101,87;;
22385;2019;17;0;207380,88;1882,06;116,35;;
22385;2020;16;0;187803,13;1829,88;106,88;;
22385;2021;14;0;296023,36;2386,21;115,00;;
22386;2018;4;0;151000,00;1318,75;121,25;;
22386;2019;7;0;102864,29;1210,71;85,71;;
22386;2020;7;0;101000,00;1222,86;93,14;;
22386;2021;9;0;118846,67;1124,33;103,78;;
22387;2018;19;0;124531,58;1129,05;108,63;;
22387;2019;25;0;91596,16;1095,24;88,36;;
22387;2020;29;0;127611,38;1260,17;102,90;;
22387;2021;33;0;157645,45;1433,15;113,30;;
22388;2018;8;0;131312,50;1255,00;103,13;;
22388;2019;4;0;150375,00;1715,25;87,00;;
22388;2020;14;0;169103,57;1822,93;96,86;;
22388;2021;19;0;181200,00;1684,16;107,89;;
22389;2018;48;11;138048,90;1541,00;91,07;;
22389;2019;46;12;135504,66;1554,72;88,76;;
22389;2020;60;8;150139,82;1602,29;95,63;;
22389;2021;62;20;166773,40;1885,68;91,00;;
22390;2018;9;0;122702,56;1143,22;101,89;;
22390;2019;12;0;165541,67;1479,08;112,75;;
22390;2020;14;0;160592,86;1417,21;113,21;;
22390;2021;12;0;184546,42;1594,42;112,00;;
22391;2018;15;0;118090,00;1004,67;114,60;;
22391;2019;32;0;102357,56;933,53;108,72;;
22391;2020;24;1;125965,28;1179,96;109,20;;
22391;2021;30;0;144487,97;1286,03;106,00;;
29001;2018;17;0;120193,70;1255,88;101,71;;
29001;2019;13;0;140646,15;1567,62;92,46;;
29001;2020;16;0;156866,94;1643,19;99,38;;
29001;2021;13;0;213950,00;2721,92;84,77;;
29002;2018;13;0;136215,40;1296,39;101,92;;
29002;2019;12;0;161404,58;1759,42;105,17;;
29002;2020;21;1;161695,77;1465,82;110,09;;
29002;2021;12;0;182237,50;1761,75;105,67;;
29003;2018;62;17;131845,10;1701,92;82,70;;
29003;2019;77;41;136070,14;1684,94;83,60;;
29003;2020;96;45;133600,89;1842,09;78,43;;
29003;2021;65;27;166380,25;2100,45;79,42;;
29004;2018;83;2;125348,60;1287,42;99,74;;
29004;2019;78;2;140456,13;1528,60;98,16;;
29004;2020;106;9;142224,64;1486,73;97,32;;
29004;2021;81;6;156220,29;1626,47;97,69;;
29005;2018;20;0;178599,00;1681,65;110,00;;
29005;2019;12;0;160304,17;1616,33;98,75;;
29005;2020;10;0;179370,00;1787,00;103,50;;
29005;2021;14;0;217392,86;2090,36;101,64;;
29006;2018;49;66;195523,00;2694,77;71,60;;
29006;2019;69;91;184517,06;2584,23;71,84;;
29006;2020;70;104;195500,53;2820,15;69,16;;
29006;2021;51;75;207222,14;3029,49;71,08;;
29007;2018;14;0;73666,57;1233,71;66,50;;
29007;2019;18;0;83792,61;1035,00;82,78;;
29007;2020;24;0;72602,71;902,71;86,13;;
29007;2021;15;0;97946,67;1188,13;78,27;;
29008;2018;10;0;113980,00;1329,00;95,70;;
29008;2019;16;0;137762,50;1518,75;93,44;;
29008;2020;14;0;164178,57;1346,07;115,07;;
29008;2021;11;0;249181,82;2208,55;131,45;;
29010;2018;8;0;98312,50;1081,00;86,75;;
29010;2019;15;0;124100,67;1151,40;109,67;;
29010;2020;18;0;164926,39;1417,89;125,28;;
29010;2021;16;0;143026,25;1442,19;105,25;;
29011;2018;24;0;225019,70;1835,83;121,96;;
29011;2019;35;1;238802,64;2011,81;118,83;;
29011;2020;27;2;263511,28;2020,34;130,86;;
29011;2021;30;5;248370,71;2272,60;110,37;;
29012;2018;8;0;47475,50;582,38;84,50;;
29012;2019;6;1;59804,29;822,86;76,43;;
29012;2020;2;1;50000,00;1148,67;51,67;;
29012;2021;5;1;61833,33;786,83;85,33;;
29013;2018;3;0;47000,00;647,33;83,67;;
29013;2019;5;0;90145,80;732,00;116,40;;
29013;2020;5;0;63300,00;757,20;85,60;;
29013;2021;8;0;86625,00;1047,13;81,88;;
29014;2018;5;0;81216,00;850,80;104,80;;
29014;2019;7;0;85866,86;847,00;98,00;;
29014;2020;7;0;116428,57;999,57;119,29;;
29014;2021;7;0;128214,29;1324,00;90,29;;
29015;2018;28;0;180782,50;1767,04;104,54;;
29015;2019;38;2;168919,20;1624,80;107,45;;
29015;2020;28;0;199558,93;1841,96;108,89;;
29015;2021;36;1;191987,89;1974,89;98,46;;
29016;2018;5;0;111241,40;1071,60;102,80;;
29016;2019;10;0;68534,00;975,10;75,50;;
29016;2020;21;0;63713,57;776,76;82,00;;
29016;2021;14;0;190550,00;2016,57;92,50;;
29017;2018;18;0;150481,70;1533,78;100,28;;
29017;2019;9;0;122790,22;1335,67;97,89;;
29017;2020;12;0;173983,75;1876,00;96,50;;
29017;2021;12;0;179254,17;2063,00;88,33;;
29018;2018;3;0;46906,67;599,00;81,00;;
29018;2019;9;0;73088,44;1075,44;83,44;;
29018;2020;9;0;75416,67;790,78;90,22;;
29018;2021;12;0;73144,17;952,00;81,00;;
29019;2018;726;2136;110456,90;1495,93;72,76;;
29019;2019;784;2500;111864,71;1563,72;71,08;;
29019;2020;750;2339;124668,86;1767,89;71,17;;
29019;2021;728;2626;143333,87;2041,15;70,98;;
29020;2018;57;0;139328,80;1253,04;112,65;;
29020;2019;73;5;128420,37;1326,63;99,73;;
29020;2020;73;5;138674,76;1373,32;102,37;;
29020;2021;51;4;134968,58;1342,95;103,20;;
29021;2018;26;2;144432,00;1607,25;90,21;;
29021;2019;46;2;161171,15;1659,15;96,40;;
29021;2020;34;2;190322,00;1996,53;93,22;;
29021;2021;33;0;199891,21;1874,79;108,00;;
29022;2018;53;7;147047,30;1745,97;90,52;;
29022;2019;65;13;150734,76;1805,23;88,45;;
29022;2020;61;13;154339,15;1840,85;91,36;;
29022;2021;38;12;204150,30;2238,46;91,72;;
29023;2018;58;10;232774,80;2267,50;103,16;;
29023;2019;53;16;223120,88;2288,91;96,64;;
29023;2020;57;27;238835,44;2467,70;93,60;;
29023;2021;53;14;314189,85;3196,16;95,27;;
29024;2018;68;10;87819,88;976,44;89,47;;
29024;2019;84;15;92529,65;1067,04;89,22;;
29024;2020;83;16;93924,96;1149,89;83,07;;
29024;2021;103;20;112015,24;1236,92;91,72;;
29025;2018;28;1;119226,00;1208,52;106,97;;
29025;2019;19;1;109081,00;1204,70;93,30;;
29025;2020;21;0;139330,24;1381,38;105,43;;
29025;2021;19;0;158468,95;1504,05;115,68;;
29026;2018;37;14;92770,27;1301,84;82,18;;
29026;2019;61;18;90435,77;1103,77;81,05;;
29026;2020;64;10;109828,69;1218,93;90,12;;
29026;2021;50;10;123957,50;1263,50;97,17;;
29027;2018;42;2;89555,75;901,14;96,61;;
29027;2019;44;1;89055,56;919,64;94,87;;
29027;2020;67;1;91945,28;967,96;97,81;;
29027;2021;61;3;115963,94;1113,22;103,84;;
29028;2018;11;0;114941,90;1297,91;91,00;;
29028;2019;15;0;136733,33;1433,40;102,13;;
29028;2020;25;0;138448,00;1514,44;96,76;;
29028;2021;19;0;166713,21;1662,79;101,84;;
29029;2018;14;0;103559,90;992,00;101,64;;
29029;2019;17;0;85381,35;1083,41;77,71;;
29029;2020;14;0;82928,64;945,64;85,64;;
29029;2021;22;1;79613,04;1035,13;77,52;;
29030;2018;46;0;134030,00;1391,28;100,26;;
29030;2019;62;1;120859,59;1277,10;99,30;;
29030;2020;69;2;131784,01;1545,99;95,20;;
29030;2021;68;2;165532,79;1774,23;101,10;;
29031;2018;94;14;258087,30;2600,57;102,85;;
29031;2019;80;32;207536,23;2457,93;89,56;;
29031;2020;89;21;219456,53;2433,60;97,28;;
29031;2021;63;17;304713,38;3121,95;104,89;;
29032;2018;21;0;232776,20;2066,86;112,00;;
29032;2019;47;2;238565,88;1882,33;126,63;;
29032;2020;20;0;190434,75;1836,50;103,25;;
29032;2021;36;0;301926,53;2536,67;125,08;;
29033;2018;3;0;59333,33;815,00;82,00;;
29033;2019;3;0;62266,67;631,00;97,33;;
29033;2020;3;0;96443,33;996,67;100,33;;
29033;2021;7;1;67725,00;837,00;79,38;;
29034;2018;3;0;36833,33;754,33;51,00;;
29034;2019;13;0;94312,31;1081,92;90,31;;
29034;2020;12;0;104500,00;1177,67;89,83;;
29034;2021;11;0;107786,36;1284,64;87,00;;
29035;2018;13;0;149721,10;1518,15;100,92;;
29035;2019;18;0;155305,56;1587,00;116,39;;
29035;2020;14;0;194951,64;1787,71;112,07;;
29035;2021;14;0;165346,43;1823,07;98,50;;
29036;2018;12;0;72358,33;728,33;102,92;;
29036;2019;14;0;67130,00;692,21;107,71;;
29036;2020;14;0;84848,57;888,00;96,79;;
29036;2021;22;0;86252,27;1102,41;83,68;;
29037;2018;46;17;216583,50;2092,40;102,00;;
29037;2019;73;12;229719,35;2354,68;99,25;;
29037;2020;62;7;230047,13;2353,20;103,90;;
29037;2021;67;5;348966,04;2944,25;117,82;;
29038;2018;12;0;77810,00;710,33;115,00;;
29038;2019;21;0;96855,38;950,24;101,00;;
29038;2020;21;0;97316,67;851,38;115,86;;
29038;2021;24;1;106548,52;1300,00;89,32;;
29039;2018;220;168;176703,70;2171,87;82,74;;
29039;2019;238;199;169485,51;2119,71;81,31;;
29039;2020;228;166;193376,95;2304,14;85,31;;
29039;2021;205;141;230341,56;2679,96;85,73;;
29040;2018;43;10;219118,10;2064,43;108,77;;
29040;2019;35;8;195949,07;2232,19;90,12;;
29040;2020;28;13;199431,98;2218,37;92,78;;
29040;2021;49;6;285661,00;2780,44;103,24;;
29041;2018;21;0;143058,60;1445,00;98,52;;
29041;2019;20;0;122090,00;1299,45;98,75;;
29041;2020;36;0;117777,78;1160,42;102,86;;
29041;2021;22;0;117931,82;1237,41;96,36;;
29042;2018;116;19;162657,90;1977,04;85,99;;
29042;2019;157;45;170686,03;2040,95;86,46;;
29042;2020;157;42;190397,62;2258,10;86,54;;
29042;2021;108;40;214185,84;2668,78;85,67;;
29043;2018;22;0;169462,70;1712,64;100,82;;
29043;2019;26;0;175967,31;1612,19;109,54;;
29043;2020;26;0;188003,85;1765,50;107,46;;
29043;2021;25;0;188680,00;1739,08;110,88;;
29044;2018;13;0;108867,10;1193,62;101,46;;
29044;2019;17;0;120548,24;1245,59;97,12;;
29044;2020;28;0;120720,50;1225,04;104,04;;
29044;2021;15;0;121750,40;1325,93;96,40;;
29045;2018;20;0;163205,60;1823,25;90,70;;
29045;2019;27;0;192683,30;1684,19;120,11;;
29045;2020;27;0;213850,00;1723,81;121,81;;
29045;2021;29;0;209652,38;1862,97;112,41;;
29046;2018;178;76;122044,20;1416,85;88,93;;
29046;2019;180;134;116999,32;1476,73;83,58;;
29046;2020;193;137;123897,96;1588,90;82,05;;
29046;2021;162;84;162396,57;1950,54;85,47;;
29047;2018;13;0;152951,70;1390,69;111,46;;
29047;2019;22;0;163122,86;1530,86;111,41;;
29047;2020;18;0;153208,89;1449,17;113,94;;
29047;2021;25;0;166832,80;1721,88;101,52;;
29048;2018;16;0;118993,80;1227,50;94,88;;
29048;2019;28;0;132414,29;1208,64;111,43;;
29048;2020;23;1;145148,58;1358,96;110,38;;
29048;2021;37;0;154907,32;1642,70;104,00;;
29049;2018;33;0;141845,20;1249,12;118,64;;
29049;2019;52;0;133488,92;1257,62;102,40;;
29049;2020;53;0;127513,21;1311,02;97,55;;
29049;2021;47;0;161349,13;1635,57;110,11;;
29051;2018;78;3;169964,80;1643,03;107,04;;
29051;2019;107;1;156107,46;1566,44;102,13;;
29051;2020;76;6;166076,94;1732,70;99,37;;
29051;2021;72;0;195747,89;1943,60;103,08;;
29053;2018;27;0;128028,10;1331,74;97,15;;
29053;2019;29;0;132922,59;1289,00;104,24;;
29053;2020;27;2;135737,93;1480,34;96,76;;
29053;2021;24;0;143782,08;1528,63;100,67;;
29054;2018;12;0;51750,00;806,25;63,00;;
29054;2019;18;0;69644,44;947,89;75,44;;
29054;2020;22;0;73586,14;844,73;87,36;;
29054;2021;17;0;94482,35;1141,59;83,82;;
29055;2018;44;3;149269,10;1443,96;105,09;;
29055;2019;35;2;157039,51;1694,24;99,43;;
29055;2020;34;2;142636,03;1472,75;96,56;;
29055;2021;39;2;162193,20;1650,83;101,44;;
29056;2018;20;0;186202,50;1905,25;101,00;;
29056;2019;21;1;171727,27;1686,41;102,95;;
29056;2020;19;1;191306,00;1889,85;102,35;;
29056;2021;23;0;216736,35;2113,13;101,96;;
29057;2018;56;12;227644,30;2331,06;99,46;;
29057;2019;45;27;227347,78;2215,53;102,46;;
29057;2020;60;14;242040,20;2568,30;98,36;;
29057;2021;48;7;318366,69;2908,36;110,80;;
29058;2018;121;47;230718,90;2375,84;100,61;;
29058;2019;151;59;226161,14;2480,05;95,00;;
29058;2020;186;55;243843,01;2586,28;98,09;;
29058;2021;115;56;281613,45;3043,55;93,99;;
29059;2018;7;0;117692,90;1273,29;90,29;;
29059;2019;12;0;97991,67;1165,75;86,75;;
29059;2020;14;0;145496,43;1375,21;106,50;;
29059;2021;14;0;166639,29;1787,21;93,50;;
29060;2018;38;0;206759,70;1836,76;113,34;;
29060;2019;37;0;229987,84;2011,22;115,57;;
29060;2020;34;1;253019,43;2255,57;115,11;;
29060;2021;34;1;231495,46;2057,80;116,80;;
29061;2018;40;3;203331,20;1955,21;107,81;;
29061;2019;57;8;192729,88;2004,88;102,98;;
29061;2020;68;8;203609,17;2112,25;98,59;;
29061;2021;65;9;250693,18;2333,51;109,95;;
29062;2018;14;1;98138,47;1014,00;89,87;;
29062;2019;24;0;81420,00;858,25;96,96;;
29062;2020;15;0;131220,00;1164,87;109,47;;
29062;2021;13;0;100530,69;1246,54;84,31;;
29063;2018;8;0;92125,00;1046,38;88,50;;
29063;2019;6;1;96011,57;924,57;99,43;;
29063;2020;6;0;175750,00;1730,00;103,00;;
29063;2021;8;0;163736,88;1944,00;88,00;;
29064;2018;3;0;84333,33;1296,00;57,33;;
29064;2019;7;0;88027,14;1103,00;85,71;;
29064;2020;7;0;121214,29;1426,29;84,86;;
29064;2021;12;0;145519,67;1605,42;104,58;;
29065;2018;13;0;120576,90;1328,54;95,69;;
29065;2019;17;0;122609,82;1266,82;99,24;;
29065;2020;8;0;164010,38;1463,00;121,88;;
29065;2021;12;0;180122,00;1887,92;103,75;;
29066;2018;21;0;170123,80;1428,29;118,62;;
29066;2019;16;0;181887,50;1480,13;123,63;;
29066;2020;21;0;145496,19;1498,95;101,24;;
29066;2021;28;0;196683,93;1594,54;122,61;;
29067;2018;25;1;95868,31;979,38;100,81;;
29067;2019;23;0;84500,43;1001,26;92,87;;
29067;2020;25;0;97372,16;1094,28;98,64;;
29067;2021;35;0;102852,57;1063,89;101,40;;
29068;2018;26;0;116808,70;1218,92;98,27;;
29068;2019;34;0;128679,62;1208,32;109,85;;
29068;2020;25;1;130626,92;1353,46;95,27;;
29068;2021;46;0;145993,80;1403,65;106,37;;
29069;2018;71;5;177650,60;1730,93;105,17;;
29069;2019;83;4;184271,13;1829,57;101,82;;
29069;2020;85;5;203478,21;1950,48;104,38;;
29069;2021;91;13;211434,09;2128,36;100,72;;
